text,canonical_form_1,category_1,severity_rating,severity_description,text_without_stopwords
mofos,motherfucker,sexual anatomy / sexual acts,2.0,Strong,mofos
knobgobbler,knob,sexual anatomy / sexual acts,1.8,Strong,knobgobbler
ass licking,ass,sexual anatomy / sexual acts,1.6,Strong,asslicking
g0ddamnit,damn,religious offense,1.0,Mild,g0ddamnit
cuksuker,cock,sexual anatomy / sexual acts,2.4,Strong,cuksuker
cumz,cum,bodily fluids / excrement,2.0,Strong,cumz
mothafvcked,motherfucker,sexual anatomy / sexual acts,2.8,Severe,mothafvcked
assfuccer,ass,sexual anatomy / sexual acts,2.2,Strong,assfuccer
wang,wang,sexual anatomy / sexual acts,1.4,Mild,wang
fkbny,fuck,sexual anatomy / sexual acts,1.6,Strong,fkbny
c0xux0r,cock,sexual anatomy / sexual acts,1.8,Strong,c0xux0r
c0cksuccer,cock,sexual anatomy / sexual acts,2.0,Strong,c0cksuccer
muthafuckker,motherfucker,sexual anatomy / sexual acts,3.0,Severe,muthafuckker
knob-face,knob,sexual anatomy / sexual acts,1.6,Strong,knob-face
jerkoff,jerk off,sexual anatomy / sexual acts,1.6,Strong,jerkoff
shittings,shit,bodily fluids / excrement,1.2,Mild,shittings
suck my dick,dick,sexual anatomy / sexual acts,2.2,Strong,suckdick
blowjob,blowjob,sexual anatomy / sexual acts,1.2,Mild,blowjob
p3nisfvckers,penis,sexual anatomy / sexual acts,2.8,Severe,p3nisfvckers
snatch licker,snatch,sexual anatomy / sexual acts,2.8,Severe,snatchlicker
5kank,skank,sexual orientation / gender,2.0,Strong,5kank
cockgobbler,cock,sexual anatomy / sexual acts,1.8,Strong,cockgobbler
pigfuckers,fuck,sexual anatomy / sexual acts,3.0,Severe,pigfuckers
holy fuck,fuck,sexual anatomy / sexual acts,2.0,Strong,holyfuck
fcktard,fuck,sexual anatomy / sexual acts,2.8,Severe,fcktard
nob jockey,knob,sexual anatomy / sexual acts,2.2,Strong,nobjockey
sh1ts,shit,bodily fluids / excrement,1.0,Mild,sh1ts
fuckass,fuck,sexual anatomy / sexual acts,2.4,Strong,fuckass
n1gguh,nigger,racial / ethnic slurs,2.8,Severe,n1gguh
knobend,knob,sexual anatomy / sexual acts,1.2,Mild,knobend
shit stain,shit,bodily fluids / excrement,1.8,Strong,shitstain
nicker,nigger,racial / ethnic slurs,3.0,Severe,nicker
r3tard,retard,mental disability,2.6,Severe,r3tard
mofoes,motherfucker,other / general insult,2.0,Strong,mofoes
bitchhole,bitch,sexual anatomy / sexual acts,2.4,Strong,bitchhole
k!k3,kike,racial / ethnic slurs,2.6,Severe,k!k3
b1otchs,bitch,sexual orientation / gender,1.2,Mild,b1otchs
faggot son-of-a-bitch,faggot,sexual orientation / gender,3.0,Severe,faggotson-of-a-bitch
cagone,cojones,bodily fluids / excrement,1.2,Mild,cagone
shitfacefuck,fuck,sexual anatomy / sexual acts,2.8,Severe,shitfacefuck
phukshit,fuck,sexual anatomy / sexual acts,2.2,Strong,phukshit
phags,faggot,sexual orientation / gender,3.0,Severe,phags
blumpkin boy,blumpkin,sexual anatomy / sexual acts,2.4,Strong,blumpkinboy
jackass,ass,animal references,1.0,Mild,jackass
twink,twink,sexual orientation / gender,1.2,Mild,twink
motherfvck,motherfucker,sexual anatomy / sexual acts,2.6,Severe,motherfvck
butt hole,butt,sexual anatomy / sexual acts,1.0,Mild,butthole
cocksucked,cock,sexual anatomy / sexual acts,2.0,Strong,cocksucked
dog fucker,fuck,sexual anatomy / sexual acts,3.0,Severe,dogfucker
phucup,fuck,sexual anatomy / sexual acts,1.8,Strong,phucup
fukka,fuck,sexual anatomy / sexual acts,2.2,Strong,fukka
abeed,abeed,racial / ethnic slurs,1.8,Strong,abeed
5h1t,shit,bodily fluids / excrement,1.0,Mild,5h1t
cocksuccas,cock,sexual anatomy / sexual acts,2.2,Strong,cocksuccas
douche bag,douche,other / general insult,1.0,Mild,douchebag
shitass,shit,sexual anatomy / sexual acts,2.0,Strong,shitass
fvckker bunny,fuck,sexual anatomy / sexual acts,2.2,Strong,fvckkerbunny
shut the fuck up,fuck,other / general insult,2.2,Strong,shutfuck
penisfvcker,penis,sexual anatomy / sexual acts,3.0,Severe,penisfvcker
nobbyhead,knob,sexual anatomy / sexual acts,1.4,Mild,nobbyhead
phukings,fuck,sexual anatomy / sexual acts,2.2,Strong,phukings
kitty puncher,kitty puncher,sexual anatomy / sexual acts,2.2,Strong,kittypuncher
assfker,ass,sexual anatomy / sexual acts,2.2,Strong,assfker
n1gg@,nigger,racial / ethnic slurs,3.0,Severe,n1gg@
fk bunny,fuck,sexual anatomy / sexual acts,2.0,Strong,fkbunny
bishes,bitch,sexual orientation / gender,1.2,Mild,bishes
dick smoker,dick,sexual anatomy / sexual acts,2.4,Strong,dicksmoker
higg3r,nigger,racial / ethnic slurs,2.8,Severe,higg3r
shitty,shit,bodily fluids / excrement,1.0,Mild,shitty
trashbitchez,bitch,sexual orientation / gender,1.2,Mild,trashbitchez
mofuckkas,motherfucker,sexual anatomy / sexual acts,2.4,Strong,mofuckkas
cunt lips,cunt,sexual anatomy / sexual acts,2.8,Severe,cuntlips
niglet,nigger,racial / ethnic slurs,3.0,Severe,niglet
shitdip,shit,bodily fluids / excrement,1.8,Strong,shitdip
shitbrain,shit,bodily fluids / excrement,2.0,Strong,shitbrain
knobjocky,knob,sexual anatomy / sexual acts,2.2,Strong,knobjocky
mudderfukker,motherfucker,sexual anatomy / sexual acts,2.6,Severe,mudderfukker
apeshit,ape,bodily fluids / excrement,1.4,Mild,apeshit
f'er,fuck,sexual anatomy / sexual acts,1.6,Strong,f'er
girlieboy,girlyboy,sexual orientation / gender,1.4,Mild,girlieboy
douchebag,douche,sexual anatomy / sexual acts,1.4,Mild,douchebag
sh1tfuck,fuck,other / general insult,2.6,Severe,sh1tfuck
higga,nigger,racial / ethnic slurs,2.8,Severe,higga
arsefucker,fuck,sexual anatomy / sexual acts,2.6,Severe,arsefucker
f@k,fuck,sexual anatomy / sexual acts,1.8,Strong,f@k
shlong,shlong,sexual anatomy / sexual acts,1.0,Mild,shlong
weiner,weiner,sexual anatomy / sexual acts,1.0,Mild,weiner
porch monkey,porch monkey,racial / ethnic slurs,3.0,Severe,porchmonkey
prick-head,prick,sexual anatomy / sexual acts,1.8,Strong,prick-head
p3nisfcker,penis,sexual anatomy / sexual acts,3.0,Severe,p3nisfcker
fukheads,fuck,sexual anatomy / sexual acts,2.0,Strong,fukheads
cack,cock,bodily fluids / excrement,1.2,Mild,cack
fuckaz,fuck,sexual anatomy / sexual acts,2.2,Strong,fuckaz
c0cksuckers,cock,sexual anatomy / sexual acts,2.2,Strong,c0cksuckers
dafuq,fuck,sexual anatomy / sexual acts,2.2,Strong,dafuq
cuunt,cunt,sexual anatomy / sexual acts,2.6,Severe,cuunt
wank off,wank,sexual anatomy / sexual acts,1.0,Mild,wank
fuckem,fuck,sexual anatomy / sexual acts,2.2,Strong,fuckem
f_u_c_k,fuck,sexual anatomy / sexual acts,2.2,Strong,f_u_c_k
whoars,whore,sexual orientation / gender,2.0,Strong,whoars
ass bandit,ass,sexual anatomy / sexual acts,1.6,Strong,assbandit
ramrod,ramrod,sexual anatomy / sexual acts,1.0,Mild,ramrod
mother fucka,motherfucker,sexual anatomy / sexual acts,2.8,Severe,motherfucka
god-dam,damn,religious offense,1.2,Mild,god-dam
nigguhs,nigger,racial / ethnic slurs,3.0,Severe,nigguhs
motherfecka,motherfucker,sexual anatomy / sexual acts,2.4,Strong,motherfecka
whack off,whack off,sexual anatomy / sexual acts,1.2,Mild,whack
ass eating nob jokeys,ass,sexual anatomy / sexual acts,2.8,Severe,asseatingnobjokeys
n1ggers,nigger,racial / ethnic slurs,3.0,Severe,n1ggers
f@ck,fuck,sexual anatomy / sexual acts,1.6,Strong,f@ck
jiggas,jiggaboo,racial / ethnic slurs,2.8,Severe,jiggas
d!cks,dick,sexual anatomy / sexual acts,1.0,Mild,d!cks
ja!lbait,jailbait,sexual anatomy / sexual acts,1.0,Mild,ja!lbait
mothafuckins,motherfucker,sexual anatomy / sexual acts,2.6,Severe,mothafuckins
knob eater,knob,sexual anatomy / sexual acts,2.2,Strong,knobeater
fckked,fuck,sexual anatomy / sexual acts,2.0,Strong,fckked
shtfuk,shit,other / general insult,1.8,Strong,shtfuk
sons of bitches,bitch,other / general insult,1.6,Strong,sonsbitches
sh1th3ad,shit,bodily fluids / excrement,2.0,Strong,sh1th3ad
fucktards,fuck,sexual anatomy / sexual acts,2.6,Severe,fucktards
harry palms,harry palms,sexual anatomy / sexual acts,1.6,Strong,harrypalms
shit,shit,bodily fluids / excrement,1.2,Mild,shit
dlcks,dick,sexual anatomy / sexual acts,1.0,Mild,dlcks
motherfucks,motherfucker,sexual anatomy / sexual acts,3.0,Severe,motherfucks
knobes,knob,sexual anatomy / sexual acts,1.2,Mild,knobes
bbc,cock,sexual anatomy / sexual acts,1.4,Mild,bbc
sonna bitch,bitch,sexual orientation / gender,1.2,Mild,sonnabitch
hoebag,hoe,sexual orientation / gender,2.0,Strong,hoebag
jigga,jiggaboo,racial / ethnic slurs,2.4,Strong,jigga
shmale,shemale,sexual orientation / gender,1.4,Mild,shmale
cocksuckas,cock,sexual anatomy / sexual acts,2.4,Strong,cocksuckas
jizz eater,jizz,sexual anatomy / sexual acts,2.4,Strong,jizzeater
mof0s,motherfucker,other / general insult,2.6,Severe,mof0s
fuck arse,fuck,sexual anatomy / sexual acts,2.4,Strong,fuckarse
k1k3,kike,racial / ethnic slurs,3.0,Severe,k1k3
ape shite,ape,bodily fluids / excrement,1.6,Strong,apeshite
dickz,dick,sexual anatomy / sexual acts,1.2,Mild,dickz
darky,darky,racial / ethnic slurs,2.8,Severe,darky
pussywhipped,pussy,sexual anatomy / sexual acts,1.8,Strong,pussywhipped
c00n,coon,racial / ethnic slurs,2.8,Severe,c00n
butt-fuckers,fuck,sexual anatomy / sexual acts,2.8,Severe,butt-fuckers
nobj0key,knob,sexual anatomy / sexual acts,1.8,Strong,nobj0key
mothafuckeds,motherfucker,sexual anatomy / sexual acts,2.8,Severe,mothafuckeds
knobd,knob,sexual anatomy / sexual acts,1.2,Mild,knobd
f@gging,faggot,sexual orientation / gender,2.8,Severe,f@gging
cock snot,cock,sexual anatomy / sexual acts,2.2,Strong,cocksnot
assfukkerz,fuck,sexual anatomy / sexual acts,2.8,Severe,assfukkerz
b1tch,bitch,sexual orientation / gender,1.4,Mild,b1tch
k..!ke,kike,racial / ethnic slurs,3.0,Severe,k..!ke
m0therfuckeds,motherfucker,sexual anatomy / sexual acts,2.8,Severe,m0therfuckeds
knob gobbler,knob,sexual anatomy / sexual acts,1.8,Strong,knobgobbler
pull the pud,pull the pud,sexual anatomy / sexual acts,1.2,Mild,pullpud
raghead,raghead,racial / ethnic slurs,3.0,Severe,raghead
w@nkers,wank,sexual anatomy / sexual acts,1.0,Mild,w@nkers
ashole,ass,sexual anatomy / sexual acts,1.6,Strong,ashole
dickface,dick,sexual anatomy / sexual acts,2.0,Strong,dickface
octopussy,pussy,sexual anatomy / sexual acts,1.2,Mild,octopussy
f0cker,fuck,sexual anatomy / sexual acts,2.4,Strong,f0cker
butthole boy,butt,sexual anatomy / sexual acts,2.6,Severe,buttholeboy
dumbshit,shit,bodily fluids / excrement,1.6,Strong,dumbshit
knobjockies,knob,sexual anatomy / sexual acts,1.8,Strong,knobjockies
niggaz,nigger,racial / ethnic slurs,2.2,Strong,niggaz
shitfk,shit,sexual anatomy / sexual acts,1.8,Strong,shitfk
biatch,bitch,sexual orientation / gender,1.2,Mild,biatch
fuckboy,fuck,sexual anatomy / sexual acts,2.6,Severe,fuckboy
cunt lick,cunt,sexual anatomy / sexual acts,3.0,Severe,cuntlick
piss face,piss,bodily fluids / excrement,1.4,Mild,pissface
phukker,fuck,sexual anatomy / sexual acts,2.2,Strong,phukker
salad tosser,salad tosser,sexual anatomy / sexual acts,2.0,Strong,saladtosser
gyp,gypsy,racial / ethnic slurs,2.0,Strong,gyp
fucca,fuck,sexual anatomy / sexual acts,2.0,Strong,fucca
slantard,retard,racial / ethnic slurs,2.8,Severe,slantard
f@cker bunny,fuck,sexual anatomy / sexual acts,2.2,Strong,f@ckerbunny
fuckless,fuck,sexual anatomy / sexual acts,2.0,Strong,fuckless
knobeds,knob,sexual anatomy / sexual acts,1.8,Strong,knobeds
Fuck,fuck,sexual anatomy / sexual acts,2.0,Strong,Fuck
dick breath,dick,sexual anatomy / sexual acts,2.0,Strong,dickbreath
cocksuk,cock,sexual anatomy / sexual acts,2.0,Strong,cocksuk
mudderfuk,motherfucker,sexual anatomy / sexual acts,2.2,Strong,mudderfuk
shithole,shit,sexual anatomy / sexual acts,1.8,Strong,shithole
butt fuck,fuck,sexual anatomy / sexual acts,2.2,Strong,buttfuck
dumasses,ass,sexual anatomy / sexual acts,1.0,Mild,dumasses
cock-head,cock,sexual anatomy / sexual acts,1.8,Strong,cock-head
sheister,shit,racial / ethnic slurs,2.0,Strong,sheister
phucking,fuck,sexual anatomy / sexual acts,2.4,Strong,phucking
cock suck,cock,sexual anatomy / sexual acts,1.8,Strong,cocksuck
bwc,cock,sexual anatomy / sexual acts,1.4,Mild,bwc
higger,nigger,racial / ethnic slurs,2.6,Severe,higger
lesbo,lesbian,sexual orientation / gender,2.2,Strong,lesbo
fuckers,fuck,sexual anatomy / sexual acts,2.4,Strong,fuckers
butt-munchers,butt,sexual anatomy / sexual acts,2.0,Strong,butt-munchers
mfckers,motherfucker,sexual anatomy / sexual acts,2.2,Strong,mfckers
goddamn,damn,religious offense,1.6,Strong,goddamn
dumbfucks,fuck,sexual anatomy / sexual acts,2.2,Strong,dumbfucks
fag,faggot,sexual orientation / gender,2.8,Severe,fag
mongrel,mongrel,racial / ethnic slurs,2.6,Severe,mongrel
fuku,fuck,sexual anatomy / sexual acts,2.6,Severe,fuku
mf'ers,motherfucker,sexual anatomy / sexual acts,2.6,Severe,mf'ers
shittasticfuck,fuck,bodily fluids / excrement,2.2,Strong,shittasticfuck
aboe,abo,racial / ethnic slurs,1.0,Mild,aboe
motherfuccas,motherfucker,sexual anatomy / sexual acts,3.0,Severe,motherfuccas
phukkeds,fuck,sexual anatomy / sexual acts,2.0,Strong,phukkeds
fudgefucker,fudge packer,sexual anatomy / sexual acts,3.0,Severe,fudgefucker
godd@mnit,damn,religious offense,1.4,Mild,godd@mnit
cock droplets,cock,bodily fluids / excrement,2.4,Strong,cockdroplets
fuks,fuck,sexual anatomy / sexual acts,2.2,Strong,fuks
fellatio aficionado,fellatio,sexual anatomy / sexual acts,2.0,Strong,fellatioaficionado
apeshite,ape,bodily fluids / excrement,1.4,Mild,apeshite
fcker,fuck,sexual anatomy / sexual acts,2.2,Strong,fcker
sheeeet,shit,bodily fluids / excrement,1.0,Mild,sheeeet
wet back,wetback,racial / ethnic slurs,2.8,Severe,wetback
upskirts,upskirt,sexual anatomy / sexual acts,1.4,Mild,upskirts
godamnit,damn,religious offense,2.0,Strong,godamnit
n1ckker,nigger,racial / ethnic slurs,2.8,Severe,n1ckker
b1tches,bitch,sexual orientation / gender,1.4,Mild,b1tches
knobe,knob,sexual anatomy / sexual acts,1.0,Mild,knobe
faggy,faggot,sexual orientation / gender,3.0,Severe,faggy
wank3r,wank,sexual anatomy / sexual acts,1.0,Mild,wank3r
whor3,whore,sexual orientation / gender,1.8,Strong,whor3
dick fucker,fuck,sexual anatomy / sexual acts,2.8,Severe,dickfucker
chink,chink,racial / ethnic slurs,3.0,Severe,chink
bates,masturbate,sexual anatomy / sexual acts,1.0,Mild,bates
mfing,motherfucker,sexual anatomy / sexual acts,1.8,Strong,mfing
cyberfucks,fuck,sexual anatomy / sexual acts,2.2,Strong,cyberfucks
fvckwhi,fuck,sexual anatomy / sexual acts,2.2,Strong,fvckwhi
piss shit,piss,bodily fluids / excrement,1.4,Mild,pissshit
knobheads,knob,sexual anatomy / sexual acts,1.6,Strong,knobheads
ch1nk,chink,racial / ethnic slurs,3.0,Severe,ch1nk
dumbasses,ass,sexual anatomy / sexual acts,1.0,Mild,dumbasses
pole licker,pole licker,sexual anatomy / sexual acts,2.2,Strong,polelicker
shit-arse,shit,sexual anatomy / sexual acts,1.6,Strong,shit-arse
ass fuck,fuck,sexual anatomy / sexual acts,2.8,Severe,assfuck
dumbarrassed,ass,mental disability,1.4,Mild,dumbarrassed
man chowder,man chowder,bodily fluids / excrement,1.0,Mild,manchowder
fckahz,fuck,sexual anatomy / sexual acts,2.2,Strong,fckahz
assfook,ass,sexual anatomy / sexual acts,2.6,Severe,assfook
cock sucking boiolas,cock,sexual anatomy / sexual acts,2.6,Severe,cocksuckingboiolas
phaggots,faggot,sexual orientation / gender,3.0,Severe,phaggots
nignigs,nigger,racial / ethnic slurs,3.0,Severe,nignigs
ladyboyz,ladyboy,sexual orientation / gender,1.4,Mild,ladyboyz
dogie style,doggy style,sexual anatomy / sexual acts,1.0,Mild,dogiestyle
bitchlike,bitch,sexual orientation / gender,1.2,Mild,bitchlike
fux0r,fuck,sexual anatomy / sexual acts,2.0,Strong,fux0r
arse-bandit,arse,sexual orientation / gender,2.0,Strong,arse-bandit
shitfuck,fuck,sexual anatomy / sexual acts,2.2,Strong,shitfuck
faggot mothafuckers,motherfucker,sexual anatomy / sexual acts,3.0,Severe,faggotmothafuckers
caaak,cock,sexual anatomy / sexual acts,1.4,Mild,caaak
retard,retard,mental disability,2.8,Severe,retard
cocksuckers,cock,sexual anatomy / sexual acts,2.2,Strong,cocksuckers
sons-of-bitches,bitch,other / general insult,1.4,Mild,sons-of-bitches
fagot,faggot,sexual orientation / gender,2.8,Severe,fagot
spix,spic,racial / ethnic slurs,3.0,Severe,spix
nuckas,nigger,racial / ethnic slurs,2.6,Severe,nuckas
darkass,ass,racial / ethnic slurs,2.6,Severe,darkass
fvcking,fuck,sexual anatomy / sexual acts,2.0,Strong,fvcking
muhfucking,motherfucker,sexual anatomy / sexual acts,2.4,Strong,muhfucking
bender,bender,sexual orientation / gender,1.6,Strong,bender
cocksuka,cock,sexual anatomy / sexual acts,2.0,Strong,cocksuka
coons,coon,racial / ethnic slurs,2.8,Severe,coons
transvestite,transvestite,sexual orientation / gender,2.4,Strong,transvestite
faggot nob jokeys,faggot,sexual anatomy / sexual acts,3.0,Severe,faggotnobjokeys
mthrfcker,motherfucker,sexual anatomy / sexual acts,2.6,Severe,mthrfcker
motherfuccers,motherfucker,sexual anatomy / sexual acts,3.0,Severe,motherfuccers
pussie,pussy,sexual anatomy / sexual acts,2.0,Strong,pussie
pigfukker,fuck,sexual anatomy / sexual acts,2.8,Severe,pigfukker
fucking bastard,fuck,sexual anatomy / sexual acts,2.4,Strong,fuckingbastard
fucking me,fuck,sexual anatomy / sexual acts,2.2,Strong,fucking
c*nty,cunt,sexual anatomy / sexual acts,2.8,Severe,c*nty
b！tch,bitch,sexual orientation / gender,1.4,Mild,b！tch
muthafeckers,motherfucker,sexual anatomy / sexual acts,3.0,Severe,muthafeckers
spanking,spank,sexual anatomy / sexual acts,1.0,Mild,spanking
c0ck,cock,sexual anatomy / sexual acts,1.2,Mild,c0ck
ass fecker,fuck,sexual anatomy / sexual acts,2.6,Severe,assfecker
doggy_style,doggy style,sexual anatomy / sexual acts,1.4,Mild,doggy_style
gook,gook,racial / ethnic slurs,2.8,Severe,gook
mega fag,faggot,sexual orientation / gender,2.8,Severe,megafag
gaylord,gay,sexual orientation / gender,1.6,Strong,gaylord
mother fuck you,motherfucker,sexual anatomy / sexual acts,2.6,Severe,motherfuck
motherfecker,motherfucker,sexual anatomy / sexual acts,2.8,Severe,motherfecker
nob jokeys,knob,sexual anatomy / sexual acts,1.8,Strong,nobjokeys
c*nts,cunt,sexual orientation / gender,2.8,Severe,c*nts
puzzies,pussy,sexual anatomy / sexual acts,1.4,Mild,puzzies
sonofbitches,bitch,sexual orientation / gender,1.0,Mild,sonofbitches
shithead,shit,bodily fluids / excrement,1.8,Strong,shithead
niccer,nigger,racial / ethnic slurs,2.6,Severe,niccer
flamers,flamer,sexual orientation / gender,2.8,Severe,flamers
fcuking,fuck,sexual anatomy / sexual acts,2.2,Strong,fcuking
tramp,tramp,sexual orientation / gender,1.6,Strong,tramp
cockmuncher,cock,sexual anatomy / sexual acts,1.8,Strong,cockmuncher
motherfxcking,motherfucker,sexual anatomy / sexual acts,2.6,Severe,motherfxcking
fuck your mother,fuck,sexual anatomy / sexual acts,2.8,Severe,fuckmother
cock munch,cock,sexual anatomy / sexual acts,2.0,Strong,cockmunch
geebag,garbage bag,sexual orientation / gender,1.8,Strong,geebag
shit-ass,shit,bodily fluids / excrement,2.0,Strong,shit-ass
fckking,fuck,sexual anatomy / sexual acts,2.2,Strong,fckking
god dammit,damn,religious offense,1.6,Strong,goddammit
b0llock,bollocks,sexual anatomy / sexual acts,1.0,Mild,b0llock
homos,homosexual,sexual orientation / gender,2.2,Strong,homos
bitchasses,bitch,sexual anatomy / sexual acts,1.8,Strong,bitchasses
b17ch,bitch,sexual orientation / gender,1.4,Mild,b17ch
phvckings,fuck,sexual anatomy / sexual acts,2.2,Strong,phvckings
creampie,creampie,sexual anatomy / sexual acts,2.2,Strong,creampie
dipstick,dipstick,sexual anatomy / sexual acts,1.2,Mild,dipstick
peen,penis,sexual anatomy / sexual acts,1.0,Mild,peen
mothafucks,motherfucker,sexual anatomy / sexual acts,2.8,Severe,mothafucks
sk@nkz,skank,sexual orientation / gender,1.4,Mild,sk@nkz
knobender,knob,sexual anatomy / sexual acts,2.2,Strong,knobender
d1ldo,dildo,sexual anatomy / sexual acts,1.4,Mild,d1ldo
fck you,fuck,sexual anatomy / sexual acts,2.2,Strong,fck
arsehole,arse,sexual anatomy / sexual acts,1.4,Mild,arsehole
boner,boner,sexual anatomy / sexual acts,1.0,Mild,boner
shitasses,shit,sexual anatomy / sexual acts,2.0,Strong,shitasses
jiggaboo,jiggaboo,racial / ethnic slurs,3.0,Severe,jiggaboo
assfck,ass,sexual anatomy / sexual acts,2.6,Severe,assfck
cock licker,cock,sexual anatomy / sexual acts,2.0,Strong,cocklicker
m0therfvcker,motherfucker,sexual anatomy / sexual acts,3.0,Severe,m0therfvcker
motherfuckingshit,motherfucker,sexual anatomy / sexual acts,2.8,Severe,motherfuckingshit
mothfck,motherfucker,sexual anatomy / sexual acts,2.6,Severe,mothfck
kyke,kike,racial / ethnic slurs,3.0,Severe,kyke
muffdivings,muff,sexual anatomy / sexual acts,2.2,Strong,muffdivings
coksucka,cock,sexual anatomy / sexual acts,1.8,Strong,coksucka
mother fuck,motherfucker,sexual anatomy / sexual acts,2.8,Severe,motherfuck
milf,milf,sexual anatomy / sexual acts,1.8,Strong,milf
l3itch,bitch,sexual orientation / gender,1.4,Mild,l3itch
tallywacker,tallywacker,sexual anatomy / sexual acts,1.2,Mild,tallywacker
rat baztad,bastard,animal references,1.8,Strong,ratbaztad
closet fuckhead,fuck,sexual orientation / gender,2.8,Severe,closetfuckhead
jizz-jockey,jizz,bodily fluids / excrement,2.2,Strong,jizz-jockey
jigro,jiggaboo,racial / ethnic slurs,2.8,Severe,jigro
bugger off,bugger,sexual anatomy / sexual acts,1.0,Mild,bugger
bitchers,bitch,sexual orientation / gender,1.4,Mild,bitchers
jizzbags,jizz,bodily fluids / excrement,2.4,Strong,jizzbags
towelshithead,towelhead,racial / ethnic slurs,2.6,Severe,towelshithead
jizzfucker,fuck,bodily fluids / excrement,2.6,Severe,jizzfucker
jerks off,jerk off,sexual anatomy / sexual acts,1.4,Mild,jerks
dicksmoker,dick,sexual anatomy / sexual acts,2.8,Severe,dicksmoker
n1gger,nigger,racial / ethnic slurs,3.0,Severe,n1gger
shit3,shit,bodily fluids / excrement,1.0,Mild,shit3
wank,wank,sexual anatomy / sexual acts,1.0,Mild,wank
mutha fucka,motherfucker,sexual anatomy / sexual acts,2.8,Severe,muthafucka
mecha fag,faggot,sexual orientation / gender,3.0,Severe,mechafag
face fuck,fuck,sexual anatomy / sexual acts,2.8,Severe,facefuck
cock sucker,cock,sexual anatomy / sexual acts,2.4,Strong,cocksucker
penisfvckers,penis,sexual anatomy / sexual acts,2.8,Severe,penisfvckers
knober,knob,sexual anatomy / sexual acts,1.0,Mild,knober
trouser snake,trouser snake,sexual anatomy / sexual acts,1.0,Mild,trousersnake
d0ggy style,doggy style,sexual anatomy / sexual acts,1.8,Strong,d0ggystyle
b1tchin,bitch,other / general insult,1.2,Mild,b1tchin
cyberfukk,fuck,sexual anatomy / sexual acts,2.0,Strong,cyberfukk
dumb fucker,fuck,sexual anatomy / sexual acts,2.0,Strong,dumbfucker
fuckmachine,fuck,sexual anatomy / sexual acts,2.0,Strong,fuckmachine
tacohead,tacohead,racial / ethnic slurs,2.4,Strong,tacohead
knob-head,knob,sexual anatomy / sexual acts,2.0,Strong,knob-head
fuckasses,fuck,sexual anatomy / sexual acts,2.4,Strong,fuckasses
sand nigger,nigger,racial / ethnic slurs,3.0,Severe,sandnigger
man meat,meat,sexual anatomy / sexual acts,1.2,Mild,manmeat
motherfxck,motherfucker,other / general insult,2.4,Strong,motherfxck
fuckup,fuck,sexual anatomy / sexual acts,2.0,Strong,fuckup
fukwhore,fuck,sexual anatomy / sexual acts,2.8,Severe,fukwhore
sonofabitch,bitch,other / general insult,1.4,Mild,sonofabitch
bell end,bellend,mental disability,1.0,Mild,bellend
buttfucker,fuck,sexual anatomy / sexual acts,3.0,Severe,buttfucker
p3n1shead,penis,sexual anatomy / sexual acts,1.8,Strong,p3n1shead
fag queen,faggot,sexual orientation / gender,2.8,Severe,fagqueen
assfuck3r,fuck,sexual anatomy / sexual acts,2.8,Severe,assfuck3r
shytfeisterfuck,fuck,sexual anatomy / sexual acts,2.6,Severe,shytfeisterfuck
fingerpop,finger,sexual anatomy / sexual acts,1.4,Mild,fingerpop
asshat,ass,sexual anatomy / sexual acts,1.2,Mild,asshat
hoes,hoe,sexual orientation / gender,2.0,Strong,hoes
cocksuccers,cock,sexual anatomy / sexual acts,2.2,Strong,cocksuccers
fuckheads,fuck,sexual anatomy / sexual acts,2.6,Severe,fuckheads
fucc,fuck,sexual anatomy / sexual acts,2.0,Strong,fucc
jigger,jiggaboo,racial / ethnic slurs,3.0,Severe,jigger
doggy style,doggy style,sexual anatomy / sexual acts,1.4,Mild,doggystyle
phuked,fuck,sexual anatomy / sexual acts,2.2,Strong,phuked
fcks,fuck,sexual anatomy / sexual acts,2.0,Strong,fcks
l@dyb0y,ladyboy,sexual orientation / gender,2.0,Strong,l@dyb0y
dix,dick,sexual anatomy / sexual acts,1.0,Mild,dix
piss off fuckhead,fuck,sexual anatomy / sexual acts,3.0,Severe,pissfuckhead
neggar,nigger,racial / ethnic slurs,2.8,Severe,neggar
phuking,fuck,sexual anatomy / sexual acts,2.2,Strong,phuking
slit,slit,sexual orientation / gender,1.6,Strong,slit
flamer,flamer,sexual orientation / gender,2.0,Strong,flamer
hustler,hustler,other / general insult,1.0,Mild,hustler
douche canoe,douche,sexual anatomy / sexual acts,1.4,Mild,douchecanoe
wetback,wetback,racial / ethnic slurs,3.0,Severe,wetback
cuntbag,cunt,sexual anatomy / sexual acts,3.0,Severe,cuntbag
shittiest,shit,bodily fluids / excrement,1.2,Mild,shittiest
sh3male,shemale,sexual orientation / gender,2.4,Strong,sh3male
knobends,knob,sexual anatomy / sexual acts,1.4,Mild,knobends
nig,nigger,racial / ethnic slurs,3.0,Severe,nig
horseshit,shit,bodily fluids / excrement,1.2,Mild,horseshit
cuntasaurus rex,cunt,sexual anatomy / sexual acts,2.8,Severe,cuntasaurusrex
fick,fuck,sexual anatomy / sexual acts,1.6,Strong,fick
shitfaced,shit,bodily fluids / excrement,1.2,Mild,shitfaced
